iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
113,4.117320e-02,4.171105e-01,0.000000e+00,0,0,0,2.852073e-05,6.053439e-06,6.053439e-06,0.000000e+00
114,4.213383e-02,4.610571e-01,0.000000e+00,0,0,0,2.857573e-05,5.945421e-06,5.945421e-06,0.000000e+00
115,4.315440e-02,5.056391e-01,0.000000e+00,0,0,0,2.884647e-05,5.888508e-06,5.888508e-06,0.000000e+00
116,4.415989e-02,5.501471e-01,0.000000e+00,0,0,0,2.924991e-05,5.884005e-06,5.884005e-06,0.000000e+00
117,4.118308e-02,6.783381e-02,1.413056e+02,395,83,14,2.648217e+00,7.558562e-01,3.466896e-06,7.558528e-01
118,4.455379e-02,1.812001e-01,0.000000e+00,0,0,0,2.428724e-05,4.699887e-06,4.699887e-06,0.000000e+00
119,4.400123e-02,1.992817e-01,0.000000e+00,0,0,0,1.020358e-05,2.313619e-06,2.313619e-06,0.000000e+00
120,4.732709e-02,3.311154e-01,0.000000e+00,0,0,0,1.357215e-05,3.092864e-06,3.092864e-06,0.000000e+00
121,5.007890e-02,4.349892e-01,0.000000e+00,0,0,0,1.846963e-05,3.655407e-06,3.655407e-06,0.000000e+00
122,5.187321e-02,5.133886e-01,0.000000e+00,0,0,0,2.169096e-05,3.980959e-06,3.980959e-06,0.000000e+00
123,4.761972e-02,5.923365e-02,1.665169e+02,414,85,14,7.651414e-01,1.423839e-01,3.018856e-06,1.423817e-01
124,5.163657e-02,2.236608e-01,0.000000e+00,0,0,0,2.236658e-05,3.720152e-06,3.720152e-06,0.000000e+00
125,5.223403e-02,2.590378e-01,0.000000e+00,0,0,0,1.975730e-05,3.848759e-06,3.848759e-06,0.000000e+00
126,5.307155e-02,3.102771e-01,0.000000e+00,0,0,0,2.195732e-05,4.581292e-06,4.581292e-06,0.000000e+00
127,5.355023e-02,3.419393e-01,0.000000e+00,0,0,0,2.363631e-05,5.202943e-06,5.202943e-06,0.000000e+00
128,5.369030e-02,3.746154e-01,0.000000e+00,0,0,0,2.472731e-05,5.713219e-06,5.713219e-06,0.000000e+00
