iter,u_fl,u_bd,u_in,div_fl,div_bd,div_in,p_fl,p_bd,p_in,nin,nbd
1148,1.938567e-01,1.762188e-01,1.567623e-01,6.605911e-01,4.283418e+01,2.378287e+01,1.143618e+01,8.832653e+00,5.991484e+00,4973,5487
1149,1.912383e-01,1.745281e-01,1.561445e-01,6.481476e-01,3.775926e+01,1.746588e+01,1.126543e+01,8.891769e+00,4.911922e+00,4995,5513
1150,1.887831e-01,1.759042e-01,1.557557e-01,6.471176e-01,3.409560e+01,1.601840e+01,1.102276e+01,9.192153e+00,5.355208e+00,4997,5526
1151,1.876520e-01,1.753366e-01,1.552559e-01,6.341629e-01,3.945774e+01,2.086389e+01,1.078729e+01,8.664829e+00,4.810491e+00,5012,5544
1152,1.855991e-01,1.744999e-01,1.550002e-01,6.200714e-01,3.605251e+01,1.766919e+01,1.076195e+01,8.543781e+00,4.452074e+00,4989,5561
1153,1.820243e-01,1.724230e-01,1.545949e-01,6.090317e-01,3.355371e+01,1.632113e+01,1.065533e+01,8.362698e+00,4.829547e+00,4984,5540
1154,1.797375e-01,1.699808e-01,1.544777e-01,6.113672e-01,3.693557e+01,1.917728e+01,1.048792e+01,8.058822e+00,5.359625e+00,4987,5540
1155,1.781615e-01,1.669063e-01,1.542010e-01,6.148911e-01,3.232888e+01,1.789690e+01,1.042676e+01,7.918410e+00,4.548754e+00,4975,5531
1156,1.763554e-01,1.646475e-01,1.536030e-01,6.218338e-01,3.221273e+01,2.708230e+01,1.036075e+01,8.407519e+00,5.006809e+00,4977,5525
1157,1.735435e-01,1.650981e-01,1.534663e-01,6.196365e-01,3.255929e+01,1.939940e+01,1.035946e+01,7.915183e+00,4.253302e+00,4992,5516
1158,1.709279e-01,1.656823e-01,1.528036e-01,6.207008e-01,3.089556e+01,2.069896e+01,1.034514e+01,7.650415e+00,3.621221e+00,4973,5535
1159,1.693138e-01,1.649984e-01,1.521898e-01,6.184711e-01,3.261226e+01,1.867660e+01,1.031480e+01,7.787579e+00,4.294863e+00,4963,5547
1160,1.674357e-01,1.650216e-01,1.515872e-01,6.126633e-01,3.415348e+01,1.673694e+01,1.026143e+01,7.268857e+00,5.224155e+00,4959,5567
1161,1.658954e-01,1.637100e-01,1.511205e-01,6.169701e-01,2.989137e+01,1.570277e+01,1.025021e+01,7.128919e+00,4.338910e+00,4975,5563
1162,1.642216e-01,1.635262e-01,1.505071e-01,6.226845e-01,2.928079e+01,1.697032e+01,1.033076e+01,7.552463e+00,5.239608e+00,4970,5559
1163,1.631185e-01,1.619432e-01,1.498055e-01,6.239777e-01,3.206598e+01,1.813834e+01,1.039587e+01,7.480887e+00,4.351390e+00,4978,5523
1164,1.628379e-01,1.615442e-01,1.500392e-01,6.218185e-01,3.329931e+01,3.379484e+01,1.038712e+01,6.859643e+00,3.911840e+00,5000,5509
1165,1.621216e-01,1.602034e-01,1.500171e-01,6.189651e-01,3.054062e+01,1.981556e+01,1.033563e+01,7.364858e+00,4.173492e+00,4996,5497
1166,1.621455e-01,1.597014e-01,1.499186e-01,6.140442e-01,3.684483e+01,3.702321e+01,1.025157e+01,7.196994e+00,3.825653e+00,4978,5524
1167,1.622121e-01,1.587802e-01,1.499361e-01,6.059074e-01,3.340854e+01,2.118470e+01,1.018800e+01,6.566216e+00,4.521430e+00,4978,5577
1168,1.623302e-01,1.576105e-01,1.499568e-01,6.067390e-01,3.383651e+01,1.985236e+01,1.019373e+01,7.147084e+00,3.852671e+00,4978,5565
1169,1.623763e-01,1.573510e-01,1.499841e-01,6.089830e-01,3.178896e+01,2.053108e+01,1.024517e+01,6.955977e+00,4.940791e+00,4985,5565
1170,1.620452e-01,1.565377e-01,1.504256e-01,6.087847e-01,3.391036e+01,3.452340e+01,1.032327e+01,6.385654e+00,4.250535e+00,4997,5558
1171,1.619719e-01,1.558774e-01,1.507919e-01,6.058788e-01,3.283565e+01,1.999422e+01,1.034866e+01,6.830276e+00,3.929622e+00,4998,5509
1172,1.620005e-01,1.559894e-01,1.537028e-01,6.007093e-01,3.784003e+01,3.803626e+01,1.031093e+01,6.830164e+00,4.774202e+00,4987,5506
1173,1.619734e-01,1.561401e-01,1.516280e-01,5.931807e-01,3.228836e+01,2.623709e+01,1.023040e+01,6.349415e+00,4.187193e+00,5021,5486
1174,1.623575e-01,1.546618e-01,1.525560e-01,5.851030e-01,3.281769e+01,2.401683e+01,1.009803e+01,6.831733e+00,4.056791e+00,5004,5529
1175,1.638883e-01,1.551594e-01,1.529922e-01,5.869074e-01,3.718530e+01,2.248357e+01,1.018238e+01,7.096214e+00,4.954664e+00,4978,5540
1176,1.649341e-01,1.573239e-01,1.570742e-01,5.863810e-01,3.592946e+01,3.726863e+01,1.023364e+01,6.603981e+00,4.451930e+00,4992,5526
1177,1.655543e-01,1.593404e-01,1.544423e-01,5.834780e-01,4.150386e+01,2.500659e+01,1.022881e+01,6.963392e+00,4.377909e+00,4986,5554
1178,1.657004e-01,1.598208e-01,1.552510e-01,5.776346e-01,4.108116e+01,2.523936e+01,1.024763e+01,7.382103e+00,3.986156e+00,4960,5577
1179,1.653348e-01,1.587473e-01,1.558976e-01,5.745640e-01,4.039694e+01,1.929567e+01,1.030730e+01,6.951549e+00,4.898331e+00,4966,5556
1180,1.651686e-01,1.618062e-01,1.610983e-01,5.980225e-01,3.845085e+01,3.962276e+01,1.038189e+01,7.238996e+00,4.479881e+00,4988,5533
1181,1.666222e-01,1.645860e-01,1.580714e-01,6.185074e-01,4.815119e+01,2.717163e+01,1.034766e+01,7.594783e+00,4.346339e+00,4973,5534
1182,1.676610e-01,1.642667e-01,1.587711e-01,1.053085e+00,5.093185e+01,2.775045e+01,1.042364e+01,7.216043e+00,4.535074e+00,4967,5572
1183,1.681285e-01,1.661581e-01,1.657182e-01,6.372700e-01,4.648060e+01,4.715853e+01,1.062223e+01,7.917869e+00,4.944242e+00,4985,5559
1184,1.679649e-01,1.677192e-01,1.611948e-01,6.507473e-01,5.729446e+01,3.292778e+01,1.058921e+01,7.861293e+00,5.452170e+00,4962,5569
1185,1.672460e-01,1.687296e-01,1.619992e-01,6.555424e-01,6.245158e+01,3.185031e+01,1.047460e+01,8.424598e+00,4.666122e+00,4964,5555
1186,1.668666e-01,1.701894e-01,1.633653e-01,7.303848e-01,5.808096e+01,3.297849e+01,1.048299e+01,9.036391e+00,5.380060e+00,4988,5505
1187,1.680653e-01,1.675448e-01,1.725435e-01,7.514105e-01,6.076411e+01,5.950402e+01,1.064040e+01,9.908888e+00,5.548443e+00,4978,5506
1188,1.686799e-01,1.725920e-01,1.679157e-01,7.930436e-01,7.455228e+01,3.351500e+01,1.088803e+01,1.084480e+01,4.709120e+00,4977,5518
1189,1.686548e-01,1.717752e-01,1.672429e-01,1.145824e+00,7.166884e+01,3.120901e+01,1.108839e+01,1.112624e+01,5.702148e+00,4981,5511
1190,1.681969e-01,1.689609e-01,1.684657e-01,8.371372e-01,7.699092e+01,3.636289e+01,1.110944e+01,1.286202e+01,5.463288e+00,4962,5510
1191,1.673424e-01,1.759467e-01,1.667585e-01,8.542976e-01,9.912564e+01,3.471059e+01,1.175897e+01,1.364452e+01,6.643495e+00,4965,5523
1192,1.671920e-01,1.790478e-01,1.683542e-01,9.049511e-01,7.599485e+01,3.878199e+01,1.340841e+01,1.386965e+01,5.804020e+00,4978,5521
1193,1.678312e-01,1.723239e-01,1.679230e-01,9.614840e-01,1.026390e+02,3.657790e+01,1.335900e+01,1.706821e+01,5.305116e+00,4971,5509
1194,1.678574e-01,1.715644e-01,1.669516e-01,9.983854e-01,9.420510e+01,3.400772e+01,1.511172e+01,1.748177e+01,6.563111e+00,4968,5508
1195,1.675967e-01,1.731718e-01,1.678673e-01,1.016216e+00,9.517200e+01,7.040916e+01,1.613968e+01,1.716205e+01,5.939563e+00,4988,5489
1196,1.699138e-01,1.724884e-01,1.698715e-01,9.694767e-01,9.046472e+01,3.640824e+01,1.615846e+01,1.728827e+01,6.358234e+00,4995,5487
1197,1.717406e-01,1.746579e-01,1.701042e-01,8.721848e-01,9.635596e+01,8.138805e+01,1.573170e+01,1.747290e+01,6.189311e+00,4992,5509
1198,1.747749e-01,1.744719e-01,1.706597e-01,8.851948e-01,8.906764e+01,6.925970e+01,1.576601e+01,2.025043e+01,5.525335e+00,4973,5513
1199,1.777276e-01,1.776984e-01,1.706523e-01,8.808498e-01,8.603409e+01,3.002192e+01,1.713602e+01,1.618790e+01,6.699591e+00,5018,5477
1200,1.826542e-01,1.805115e-01,1.720953e-01,8.818207e-01,7.603259e+01,7.708335e+01,1.683189e+01,1.968353e+01,5.855714e+00,4974,5527
1201,1.857366e-01,1.807294e-01,1.726964e-01,8.031940e-01,1.461718e+02,3.248898e+01,1.690541e+01,1.733078e+01,7.121990e+00,4983,5507
1202,1.858498e-01,1.828713e-01,1.727250e-01,1.205723e+00,7.706736e+01,5.218530e+01,1.605368e+01,1.686920e+01,5.843126e+00,4975,5529
1203,1.911421e-01,1.849540e-01,1.773678e-01,9.157610e-01,1.276149e+02,3.816390e+01,1.576109e+01,1.511256e+01,7.174406e+00,4972,5501
1204,1.942631e-01,1.873007e-01,1.791052e-01,1.137756e+00,1.116828e+02,3.311431e+01,1.444171e+01,1.616025e+01,6.238461e+00,4985,5538
1205,1.967269e-01,1.878935e-01,1.753484e-01,1.843276e+00,9.533543e+01,4.612982e+01,1.520000e+01,1.548997e+01,5.210352e+00,4983,5483
1206,2.009750e-01,1.903869e-01,1.803872e-01,1.446274e+00,1.303402e+02,3.649538e+01,1.391912e+01,1.607726e+01,6.531129e+00,4972,5528
1207,2.022945e-01,1.939748e-01,1.803540e-01,7.783318e-01,1.213518e+02,3.447795e+01,1.474898e+01,1.431227e+01,5.369461e+00,4971,5474
1208,2.024555e-01,1.946810e-01,1.778523e-01,1.463707e+00,8.887006e+01,4.440950e+01,1.357270e+01,1.448552e+01,6.431195e+00,4981,5479
1209,2.049175e-01,1.947139e-01,1.826672e-01,6.697502e-01,1.251358e+02,3.793076e+01,1.310683e+01,1.337056e+01,5.437117e+00,4959,5502
1210,2.093667e-01,1.953891e-01,1.826791e-01,1.433519e+00,9.815146e+01,3.591068e+01,1.316090e+01,1.353610e+01,6.639760e+00,4971,5498
1211,2.105729e-01,2.007504e-01,1.799581e-01,1.059248e+00,8.135629e+01,4.131612e+01,1.294197e+01,1.311784e+01,5.563741e+00,4978,5502
1212,2.128126e-01,1.985893e-01,1.803105e-01,8.387794e-01,1.064710e+02,3.206511e+01,1.257236e+01,1.276093e+01,6.859534e+00,4973,5513
1213,2.142047e-01,2.019019e-01,1.798335e-01,9.767628e-01,8.807349e+01,3.006682e+01,1.244587e+01,1.232416e+01,5.572261e+00,4987,5469
1214,2.122717e-01,1.992592e-01,1.785662e-01,1.347652e+00,7.870040e+01,3.750661e+01,1.258976e+01,1.196323e+01,6.638212e+00,4963,5543
1215,2.152653e-01,2.015956e-01,1.788719e-01,1.396778e+00,9.625555e+01,3.349706e+01,1.251980e+01,1.106192e+01,5.654938e+00,4980,5496
1216,2.158065e-01,1.990241e-01,1.788787e-01,5.768280e-01,7.404110e+01,3.149785e+01,1.280207e+01,1.132771e+01,6.543207e+00,5016,5494
1217,2.148848e-01,2.015332e-01,1.819337e-01,1.216352e+00,8.754031e+01,3.654503e+01,1.265761e+01,1.074069e+01,5.677758e+00,5019,5443
1218,2.141210e-01,2.007345e-01,1.775300e-01,1.172678e+00,7.353005e+01,3.644842e+01,1.250423e+01,1.107267e+01,6.512160e+00,5004,5493
1219,2.151276e-01,1.994171e-01,1.747804e-01,9.182816e-01,8.001291e+01,2.580222e+01,1.276916e+01,1.078989e+01,5.534235e+00,4988,5529
1220,2.131962e-01,2.003493e-01,1.749189e-01,6.977081e-01,6.808558e+01,2.386670e+01,1.257637e+01,1.125949e+01,6.645844e+00,4978,5509
1221,2.125860e-01,1.982943e-01,1.757637e-01,7.079506e-01,6.348242e+01,2.883248e+01,1.265874e+01,1.044642e+01,5.316497e+00,4986,5544
1222,2.132695e-01,1.976560e-01,1.753441e-01,7.294464e-01,4.995378e+01,2.694767e+01,1.294836e+01,1.066327e+01,6.288596e+00,4987,5518
1223,2.120824e-01,1.981344e-01,1.767596e-01,7.248878e-01,7.289168e+01,3.163633e+01,1.257797e+01,1.039898e+01,7.236821e+00,4984,5460
1224,2.106548e-01,1.948315e-01,1.755229e-01,7.346725e-01,5.271255e+01,2.971698e+01,1.260858e+01,1.087378e+01,6.415069e+00,4995,5509
1225,2.079725e-01,1.934819e-01,1.725647e-01,7.201195e-01,5.956446e+01,2.198643e+01,1.235406e+01,1.071889e+01,6.354562e+00,4998,5503
1226,2.073436e-01,1.953342e-01,1.712463e-01,7.112408e-01,5.348450e+01,1.992972e+01,1.226975e+01,1.088056e+01,6.133679e+00,5021,5438
1227,2.069624e-01,1.937342e-01,1.689559e-01,7.293053e-01,4.593227e+01,2.887297e+01,1.237293e+01,9.906679e+00,6.957869e+00,5020,5422
1228,2.052304e-01,1.912768e-01,1.672666e-01,7.288551e-01,5.748951e+01,2.260227e+01,1.218033e+01,1.026699e+01,5.683397e+00,5043,5426
1229,2.029854e-01,1.883859e-01,1.661260e-01,7.086563e-01,5.057459e+01,2.667067e+01,1.215413e+01,1.024957e+01,6.335804e+00,5036,5451
1230,2.016993e-01,1.896977e-01,1.649406e-01,6.908798e-01,6.297554e+01,2.494127e+01,1.182755e+01,1.023183e+01,5.715967e+00,5005,5487
1231,2.001835e-01,1.884160e-01,1.641242e-01,6.843376e-01,4.582667e+01,2.102382e+01,1.174854e+01,1.045430e+01,6.512982e+00,4984,5514
1232,1.980567e-01,1.869912e-01,1.634941e-01,6.677628e-01,4.538022e+01,1.635729e+01,1.142766e+01,9.803287e+00,5.309362e+00,5000,5481
1233,1.962732e-01,1.829849e-01,1.629203e-01,6.854553e-01,4.562139e+01,2.008556e+01,1.156258e+01,9.323297e+00,6.010900e+00,4983,5515
1234,1.948546e-01,1.804940e-01,1.625280e-01,6.927261e-01,4.118763e+01,1.859056e+01,1.148499e+01,9.293936e+00,4.966844e+00,5024,5489
1235,1.941340e-01,1.821257e-01,1.619316e-01,6.803894e-01,4.393161e+01,2.202905e+01,1.141631e+01,9.533158e+00,5.467350e+00,5034,5495
1236,1.915278e-01,1.819789e-01,1.614589e-01,6.717529e-01,3.825111e+01,2.054217e+01,1.129130e+01,9.127370e+00,4.849813e+00,5010,5509
1237,1.891450e-01,1.810488e-01,1.610079e-01,6.669006e-01,3.875796e+01,1.805644e+01,1.106764e+01,9.556813e+00,5.578672e+00,5031,5487
1238,1.880760e-01,1.783825e-01,1.603320e-01,6.557465e-01,3.823531e+01,1.330664e+01,1.081517e+01,8.706877e+00,4.613353e+00,4997,5526
1239,1.866953e-01,1.760295e-01,1.593696e-01,6.479797e-01,4.145854e+01,2.109832e+01,1.072888e+01,8.512313e+00,5.298821e+00,4977,5520
1240,1.844750e-01,1.722115e-01,1.584888e-01,6.328125e-01,3.500928e+01,1.530016e+01,1.072581e+01,8.286243e+00,4.494632e+00,4980,5544
1241,1.809617e-01,1.698227e-01,1.573684e-01,6.226501e-01,4.093937e+01,1.828962e+01,1.059893e+01,8.544437e+00,5.082254e+00,4984,5529
1242,1.798156e-01,1.704673e-01,1.563178e-01,6.208000e-01,3.754380e+01,1.807192e+01,1.053381e+01,8.142114e+00,4.309053e+00,4985,5483
1243,1.777087e-01,1.704105e-01,1.551467e-01,6.252823e-01,3.708612e+01,1.377954e+01,1.052957e+01,8.634383e+00,4.962723e+00,5020,5461
1244,1.763302e-01,1.704275e-01,1.539719e-01,6.315346e-01,3.487213e+01,1.879463e+01,1.061230e+01,7.985800e+00,4.236503e+00,5011,5479
1245,1.733851e-01,1.692750e-01,1.536502e-01,6.336727e-01,3.318987e+01,2.773543e+01,1.061057e+01,7.912536e+00,4.972126e+00,5012,5488
1246,1.705949e-01,1.691598e-01,1.532436e-01,6.310635e-01,2.924952e+01,1.335533e+01,1.061174e+01,7.894323e+00,4.345993e+00,5012,5485
1247,1.695268e-01,1.677494e-01,1.526764e-01,6.242967e-01,3.633014e+01,3.160394e+01,1.048165e+01,7.495339e+00,5.076646e+00,4975,5567
1248,1.670610e-01,1.670006e-01,1.519711e-01,6.187515e-01,3.314696e+01,1.667457e+01,1.045723e+01,7.255422e+00,4.437126e+00,4995,5522
1249,1.653999e-01,1.655787e-01,1.511982e-01,6.243553e-01,3.400698e+01,1.187048e+01,1.056069e+01,7.736132e+00,5.131634e+00,4998,5535
1250,1.632718e-01,1.648072e-01,1.519198e-01,6.256466e-01,3.067713e+01,1.782088e+01,1.060526e+01,7.461308e+00,4.302282e+00,4994,5500
1251,1.629925e-01,1.636485e-01,1.522393e-01,6.231709e-01,2.990343e+01,1.746021e+01,1.058774e+01,7.307652e+00,3.845744e+00,5011,5448
1252,1.627886e-01,1.627065e-01,1.521692e-01,6.174555e-01,3.231075e+01,2.114309e+01,1.055889e+01,7.578682e+00,4.449977e+00,4992,5506
1253,1.628551e-01,1.618526e-01,1.520033e-01,6.087441e-01,3.358560e+01,3.351336e+01,1.045794e+01,7.092105e+00,3.827024e+00,4974,5518
1254,1.630044e-01,1.600427e-01,1.519224e-01,5.972850e-01,3.515258e+01,1.820337e+01,1.034400e+01,7.120291e+00,4.293536e+00,4996,5511
1255,1.629697e-01,1.600690e-01,1.520694e-01,5.849266e-01,3.435392e+01,1.658138e+01,1.031177e+01,7.382654e+00,3.917680e+00,4975,5519
1256,1.627265e-01,1.589549e-01,1.521212e-01,5.845032e-01,3.229784e+01,2.073050e+01,1.038996e+01,7.008844e+00,4.777361e+00,4986,5508
1257,1.627511e-01,1.579292e-01,1.523170e-01,5.847073e-01,3.249518e+01,3.074706e+01,1.041560e+01,6.987032e+00,4.088760e+00,5001,5506
1258,1.631282e-01,1.577808e-01,1.515747e-01,5.827403e-01,3.452378e+01,2.554614e+01,1.042614e+01,7.223413e+00,5.336790e+00,5034,5512
1259,1.643640e-01,1.575992e-01,1.531622e-01,5.782366e-01,3.453204e+01,3.447712e+01,1.034372e+01,6.770606e+00,4.617874e+00,5014,5526
1260,1.657202e-01,1.577711e-01,1.542113e-01,5.765896e-01,3.331058e+01,2.227039e+01,1.026037e+01,6.889417e+00,4.335157e+00,5024,5487
1261,1.670685e-01,1.578494e-01,1.548805e-01,5.755978e-01,3.152620e+01,2.526453e+01,1.023448e+01,7.067850e+00,5.296562e+00,4997,5537
1262,1.678674e-01,1.581234e-01,1.553290e-01,5.725260e-01,3.529946e+01,2.275467e+01,1.032954e+01,6.652876e+00,4.690578e+00,4995,5537
1263,1.678746e-01,1.586646e-01,1.562161e-01,5.667543e-01,4.061351e+01,3.358311e+01,1.027340e+01,6.904113e+00,4.468106e+00,5005,5528
1264,1.671483e-01,1.594510e-01,1.574521e-01,5.627298e-01,3.746525e+01,2.400640e+01,1.029068e+01,7.032744e+00,3.979121e+00,5015,5524
1265,1.692660e-01,1.596602e-01,1.579520e-01,5.597734e-01,3.925977e+01,1.834709e+01,1.023011e+01,6.741067e+00,4.943633e+00,4994,5505
1266,1.710455e-01,1.603272e-01,1.595343e-01,5.737915e-01,4.365712e+01,3.754266e+01,1.039583e+01,7.062104e+00,4.414732e+00,5012,5477
1267,1.720467e-01,1.614893e-01,1.605238e-01,5.888138e-01,4.399924e+01,2.066428e+01,1.051268e+01,7.257992e+00,4.290036e+00,4999,5482
1268,1.722708e-01,1.621599e-01,1.612946e-01,5.974998e-01,4.446458e+01,2.429959e+01,1.056971e+01,7.081770e+00,5.309725e+00,5004,5467
1269,1.717256e-01,1.631151e-01,1.618027e-01,6.026726e-01,4.608086e+01,2.948295e+01,1.061984e+01,7.400434e+00,4.757851e+00,4999,5472
1270,1.713239e-01,1.631679e-01,1.639503e-01,6.052947e-01,5.604853e+01,4.230717e+01,1.059851e+01,7.695868e+00,4.613257e+00,4993,5481
1271,1.738843e-01,1.643127e-01,1.650684e-01,6.028137e-01,5.034635e+01,3.014007e+01,1.047243e+01,7.803967e+00,5.700879e+00,4996,5473
1272,1.750190e-01,1.667209e-01,1.651479e-01,6.094418e-01,5.976159e+01,3.029295e+01,1.058743e+01,7.929756e+00,5.075585e+00,4977,5544
1273,1.749468e-01,1.672530e-01,1.673608e-01,1.618946e+00,6.282262e+01,5.397694e+01,1.068211e+01,8.579366e+00,4.871598e+00,4993,5496
1274,1.742028e-01,1.679038e-01,1.678384e-01,7.045555e-01,5.956569e+01,3.238735e+01,1.078699e+01,9.153225e+00,5.991077e+00,5002,5484
1275,1.725155e-01,1.678115e-01,1.714673e-01,7.592535e-01,6.448286e+01,3.726366e+01,1.074359e+01,1.012733e+01,5.254804e+00,5008,5499
1276,1.748409e-01,1.679327e-01,1.708515e-01,9.074211e-01,7.011118e+01,3.514977e+01,1.059258e+01,1.136699e+01,4.969898e+00,5001,5519
1277,1.760738e-01,1.689136e-01,1.711289e-01,8.385029e-01,7.034000e+01,3.283797e+01,1.100989e+01,1.161620e+01,6.057484e+00,4997,5486
1278,1.757164e-01,1.712442e-01,1.717165e-01,8.740139e-01,7.348866e+01,7.460419e+01,1.131112e+01,1.272391e+01,5.633318e+00,4986,5500
1279,1.745456e-01,1.708902e-01,1.720813e-01,9.129543e-01,8.596044e+01,3.509762e+01,1.123789e+01,1.439940e+01,6.810067e+00,4953,5572
1280,1.726327e-01,1.742971e-01,1.741716e-01,9.194202e-01,8.446629e+01,3.833821e+01,1.404131e+01,1.419658e+01,5.792323e+00,4990,5521
1281,1.744438e-01,1.742765e-01,1.745536e-01,9.664183e-01,8.137421e+01,3.918647e+01,1.386999e+01,1.782348e+01,5.241783e+00,4995,5530
1282,1.754677e-01,1.711709e-01,1.743045e-01,9.846897e-01,8.415532e+01,3.449858e+01,1.681404e+01,1.697583e+01,6.382673e+00,4991,5536
1283,1.769429e-01,1.724482e-01,1.737915e-01,1.010765e+00,7.542246e+01,8.525484e+01,1.577264e+01,1.742011e+01,5.590577e+00,5014,5504
1284,1.817064e-01,1.752007e-01,1.732296e-01,9.212379e-01,8.859034e+01,4.022568e+01,1.564999e+01,1.953114e+01,6.741006e+00,5003,5477
1285,1.889154e-01,1.737920e-01,1.734497e-01,8.688622e-01,8.783826e+01,9.472061e+01,1.733434e+01,1.753346e+01,6.001304e+00,5016,5474
1286,1.928463e-01,1.754307e-01,1.737079e-01,9.035378e-01,8.276168e+01,3.967511e+01,1.646844e+01,1.869606e+01,7.193347e+00,5001,5491
1287,1.920201e-01,1.784115e-01,1.776658e-01,9.211850e-01,9.166905e+01,6.959491e+01,1.688778e+01,1.891999e+01,6.351696e+00,5032,5434
1288,1.939891e-01,1.817891e-01,1.778616e-01,9.116936e-01,8.401469e+01,8.782648e+01,1.763607e+01,1.777321e+01,7.530495e+00,5012,5458
1289,1.994093e-01,1.816215e-01,1.790206e-01,9.789691e-01,1.222560e+02,3.298664e+01,1.579217e+01,1.736714e+01,6.343856e+00,4996,5471
1290,2.038040e-01,1.850609e-01,1.779358e-01,8.378601e-01,8.140146e+01,6.142018e+01,1.616585e+01,1.728137e+01,5.432684e+00,4998,5487
1291,2.070412e-01,1.859607e-01,1.794544e-01,1.127007e+00,7.774814e+01,2.835622e+01,1.500806e+01,1.593673e+01,6.581469e+00,4987,5499
1292,2.100519e-01,1.883581e-01,1.786171e-01,9.234142e-01,1.237614e+02,3.379352e+01,1.390273e+01,1.731507e+01,5.620314e+00,4981,5496
1293,2.095223e-01,1.905031e-01,1.797293e-01,1.352664e+00,7.030635e+01,5.278136e+01,1.549637e+01,1.567398e+01,6.817911e+00,4966,5505
1294,2.093019e-01,1.939157e-01,1.801220e-01,1.443695e+00,1.259552e+02,4.081063e+01,1.403707e+01,1.441051e+01,5.706130e+00,4989,5520
1295,2.133759e-01,1.936975e-01,1.798794e-01,8.002448e-01,1.222776e+02,3.461843e+01,1.336600e+01,1.416788e+01,6.909079e+00,4980,5539
1296,2.170342e-01,1.959415e-01,1.813882e-01,9.874420e-01,9.349451e+01,3.540972e+01,1.330606e+01,1.410566e+01,5.793830e+00,4974,5505
1297,2.194814e-01,1.973828e-01,1.817705e-01,6.982517e-01,1.264819e+02,3.770806e+01,1.299523e+01,1.373825e+01,6.674137e+00,4987,5516
1298,2.245100e-01,1.985898e-01,1.819070e-01,1.184444e+00,9.050643e+01,3.538758e+01,1.294548e+01,1.313611e+01,5.847624e+00,5017,5463
1299,2.207585e-01,1.989150e-01,1.818745e-01,1.467848e+00,8.270656e+01,4.060987e+01,1.245038e+01,1.251491e+01,6.685179e+00,5005,5454
1300,2.248115e-01,2.008312e-01,1.831446e-01,7.086086e-01,8.767765e+01,3.804445e+01,1.237743e+01,1.222430e+01,5.775460e+00,5013,5429
1301,2.234284e-01,1.985797e-01,1.830677e-01,6.017761e-01,8.870130e+01,4.015005e+01,1.270738e+01,1.228984e+01,6.874849e+00,4998,5457
1302,2.232971e-01,2.008455e-01,1.830169e-01,7.093229e-01,8.140244e+01,2.634708e+01,1.241457e+01,1.135417e+01,5.621183e+00,4951,5525
1303,2.274548e-01,1.994073e-01,1.804230e-01,1.240082e+00,8.702457e+01,3.147779e+01,1.244573e+01,1.176731e+01,6.566712e+00,4978,5510
1304,2.236465e-01,2.011011e-01,1.805997e-01,6.927700e-01,7.811299e+01,3.619521e+01,1.269523e+01,1.102266e+01,7.414616e+00,4959,5574
1305,2.253789e-01,1.995184e-01,1.835386e-01,5.963783e-01,6.836550e+01,3.417523e+01,1.250575e+01,1.131745e+01,6.743822e+00,4973,5515
1306,2.229551e-01,2.004480e-01,1.831312e-01,6.510429e-01,7.882298e+01,3.193224e+01,1.271672e+01,1.133032e+01,6.554056e+00,4985,5507
1307,2.242352e-01,2.001114e-01,1.778011e-01,6.759109e-01,6.922666e+01,3.198534e+01,1.264387e+01,1.129036e+01,6.455316e+00,4989,5532
1308,2.200526e-01,1.988389e-01,1.787684e-01,6.794891e-01,6.931665e+01,3.429247e+01,1.259021e+01,1.061601e+01,7.271527e+00,4999,5533
1309,2.216864e-01,1.987388e-01,1.787085e-01,7.003784e-01,7.016788e+01,2.547663e+01,1.289478e+01,1.095213e+01,5.986862e+00,5010,5452
1310,2.213955e-01,1.970688e-01,1.778417e-01,6.924133e-01,5.100567e+01,2.342284e+01,1.265417e+01,1.108535e+01,6.509645e+00,5010,5463
1311,2.192624e-01,1.965855e-01,1.765115e-01,6.974983e-01,7.522920e+01,3.039892e+01,1.258472e+01,1.096393e+01,6.219339e+00,5005,5456
1312,2.181886e-01,1.961646e-01,1.751079e-01,6.793022e-01,5.888742e+01,2.582254e+01,1.244023e+01,1.135755e+01,7.007049e+00,4998,5460
1313,2.156663e-01,1.932533e-01,1.701305e-01,1.018793e+00,7.208212e+01,3.001707e+01,1.234721e+01,1.036782e+01,5.742574e+00,4975,5567
1314,2.138708e-01,1.925291e-01,1.669789e-01,7.074451e-01,6.083952e+01,2.794601e+01,1.234870e+01,1.067332e+01,6.317336e+00,4981,5558
1315,2.116304e-01,1.938297e-01,1.648022e-01,8.304768e-01,6.314457e+01,2.047500e+01,1.234404e+01,1.059444e+01,7.060166e+00,4992,5498
1316,2.124420e-01,1.912012e-01,1.636328e-01,6.824589e-01,5.740408e+01,2.967080e+01,1.220339e+01,1.082793e+01,6.471416e+00,4965,5518
1317,2.096290e-01,1.875133e-01,1.622322e-01,6.709442e-01,5.108383e+01,2.768990e+01,1.178253e+01,1.042845e+01,5.682587e+00,4972,5557
1318,2.091543e-01,1.879077e-01,1.610438e-01,6.745148e-01,4.430010e+01,2.964840e+01,1.181645e+01,1.033500e+01,6.113358e+00,4987,5553
1319,2.053896e-01,1.879000e-01,1.606544e-01,7.150192e-01,4.658456e+01,2.387012e+01,1.159784e+01,9.911644e+00,6.606864e+00,4974,5553
