iter,umax,divmax,pmax,pargmax_i,pargmax_j,pargmax_k,force_lin_sum,force_lin_max,visc_lin_max,pres_lin_max
149,1.319973e-01,9.126346e+01,1.879500e+01,20,60,31,3.265755e-04,8.209469e-05,2.519385e-06,8.113555e-05
150,1.308099e-01,8.172771e+01,2.160239e+01,19,60,34,3.168346e-04,8.004779e-05,2.465454e-06,7.909541e-05
151,1.300087e-01,1.004212e+02,1.695274e+01,19,60,37,3.068288e-04,7.837358e-05,2.562354e-06,7.736062e-05
152,1.289040e-01,1.339202e+02,1.880487e+01,19,61,32,2.946481e-04,7.552729e-05,2.477595e-06,7.451923e-05
153,1.277747e-01,6.931381e+01,1.578047e+01,19,61,34,2.874836e-04,7.369793e-05,2.552529e-06,7.264583e-05
154,1.262507e-01,7.211287e+01,1.534533e+01,19,62,29,2.799551e-04,7.136857e-05,2.494045e-06,7.031800e-05
155,1.249234e-01,1.027183e+02,1.445328e+01,19,62,42,2.708638e-04,6.845430e-05,2.549702e-06,6.737817e-05
156,1.271508e-01,1.006822e+02,1.368840e+01,19,63,27,2.616472e-04,6.524016e-05,2.483726e-06,6.417946e-05
157,1.287359e-01,1.003285e+02,1.383194e+01,19,63,42,2.530087e-04,6.189707e-05,2.485104e-06,6.083434e-05
158,1.303052e-01,9.843295e+01,1.380361e+01,18,63,41,2.433131e-04,5.924332e-05,2.444103e-06,5.817779e-05
159,1.320645e-01,9.765953e+01,1.368634e+01,19,64,43,2.321359e-04,5.695059e-05,2.440591e-06,5.587404e-05
160,1.339086e-01,1.095401e+02,1.374162e+01,18,64,42,2.225888e-04,5.472258e-05,2.388382e-06,5.366150e-05
161,1.350476e-01,1.094411e+02,1.332885e+01,19,65,43,2.154098e-04,5.192316e-05,2.367278e-06,5.086893e-05
162,1.359389e-01,9.972417e+01,1.325480e+01,18,65,42,2.096533e-04,4.845326e-05,2.316304e-06,4.742566e-05
163,1.372205e-01,1.040244e+02,1.190082e+01,19,66,43,2.046509e-04,4.588085e-05,2.265995e-06,4.485549e-05
164,1.377219e-01,1.065123e+02,1.186988e+01,18,66,42,1.957669e-04,4.306808e-05,2.238869e-06,4.207525e-05
165,1.376063e-01,1.056655e+02,1.069940e+01,20,67,43,1.858231e-04,4.102936e-05,2.194284e-06,4.003703e-05
166,1.392599e-01,9.208946e+01,1.042887e+01,19,67,43,1.757884e-04,3.860496e-05,2.148300e-06,3.765208e-05
167,1.396856e-01,8.396831e+01,9.478289e+00,21,68,23,1.714216e-04,3.637294e-05,2.068811e-06,3.546697e-05
168,1.403879e-01,7.722080e+01,9.158986e+00,19,68,43,1.670622e-04,3.398205e-05,2.019177e-06,3.309817e-05
169,1.434630e-01,7.888060e+01,8.770435e+00,23,65,42,1.593190e-04,3.130543e-05,1.975756e-06,3.044792e-05
170,1.418695e-01,8.247514e+01,8.708080e+00,23,65,42,1.520367e-04,2.997572e-05,1.913337e-06,2.915320e-05
171,1.431802e-01,7.702781e+01,8.580915e+00,22,65,42,1.431486e-04,2.820798e-05,1.862718e-06,2.745212e-05
172,1.453301e-01,7.109534e+01,8.224321e+00,22,65,42,1.378611e-04,2.670023e-05,1.816088e-06,2.595219e-05
173,1.436302e-01,6.857872e+01,8.230350e+00,23,66,42,1.345207e-04,2.484397e-05,1.755058e-06,2.414836e-05
174,1.422845e-01,7.841869e+01,8.067791e+00,23,66,42,1.308404e-04,2.247983e-05,1.706041e-06,2.183801e-05
175,1.436575e-01,6.649538e+01,7.915100e+00,23,66,42,1.249093e-04,2.162872e-05,1.660212e-06,2.099384e-05
176,1.422464e-01,5.665542e+01,7.898144e+00,19,65,41,1.159226e-04,2.055597e-05,1.596009e-06,2.001575e-05
177,1.385621e-01,6.117732e+01,7.865273e+00,19,65,41,1.089043e-04,1.909615e-05,1.547176e-06,1.861074e-05
178,1.368334e-01,4.698294e+01,7.786843e+00,18,64,40,1.072012e-04,1.847756e-05,1.529965e-06,1.796921e-05
179,1.365474e-01,5.509518e+01,7.748309e+00,18,64,40,1.047741e-04,1.663526e-05,1.482979e-06,1.619699e-05
180,1.345473e-01,6.180662e+01,7.686268e+00,19,66,41,9.988272e-05,1.448180e-05,1.418267e-06,1.411843e-05
